word,level,slope,pval,count
disturbing,0,0.5857922872911824,0.0751639764699478,10
thin,0,-0.4732622086019514,0.2362301583373081,8
jk,0,-0.5396490814599295,0.1337197274997102,9
direct,0,-0.010692610183459971,0.9653469778217808,19
fe,0,0.6714159463384443,0.06827051061546201,8
belladepaola,0,0.4253909771872425,0.11392701586650425,15
cereal,0,0.41274630397550144,0.12626420854056744,15
easier,0,0.5215044282324849,0.09992327522211338,11
donkiss,0,-0.8683883634884753,0.13161163651152466,4
webcam,0,-0.7974654095469907,0.2025345904530092,4
sites,0,-0.6725805565712574,0.09782643994737164,7
crook,0,0.7587544338967229,0.029056360526717506,8
appropriate,0,0.4102998172248059,0.2727027696101233,9
sethmacfarlane,0,-0.4048762312458245,0.4989479284764927,5
lighting,0,-0.13061008678463756,0.8341761024324407,5
titties,0,-0.2982998417813445,0.5158173281677546,7
200,0,0.05612477501355475,0.8488631098929255,14
nunca,0,0.36384420333887546,0.4223788234476114,7
released,0,0.06534546270493638,0.7726462509042917,22
moms,0,0.1498528205695846,0.7003774964458398,9
incident,0,0.11224219208275273,0.742481476093106,11
display,0,-0.32587799794307604,0.2772175663092716,13
crybaby,0,0.1080271881750762,0.8176755582104247,7
pick,0,-0.13168824208852964,0.4372015013422728,37
catch,0,0.4464236785354074,0.01043131916704536,32
vp,0,-0.5965012984757191,0.040626452500624535,12
mine,0,-0.12747628820866402,0.5179990717403125,28
milano,0,0.15743799803032102,0.7360250374478309,7
cult,0,-0.9372290561386812,0.06277094386131875,4
ios,0,-0.2792151255292253,0.7207848744707748,4
developer,0,-0.5576019322360257,0.19340237105087288,7
heisman,0,-0.21225222355152287,0.26899093701009136,29
willgrier,0,-0.28210217370238216,0.498451132623673,8
judgejeanine,0,-0.9884655654277832,0.0014844839053051071,5
cancel,0,-0.03358315161873412,0.9266196535784677,10
cama,0,0.0875628537550118,0.9124371462449882,4
cent,0,-0.7464484289763083,0.25355157102369164,4
any,0,-0.4488920930109008,0.31233656964127,7
protesting,0,0.5382112771096883,0.02583253195080741,17
comedian,0,0.680432758890363,0.20614704569775336,5
truthseeker126,0,0.6228927540162043,0.3771072459837959,4
drunk,0,-0.16255601940359038,0.3364185145502028,37
dumb,0,-0.20461672875481055,0.2533513841790587,33
gayrepublicswag,0,0.22653456922495105,0.6660107865996371,6
scotus,0,-0.010145572935417988,0.9575649064967244,30
didnt,0,0.232536090213308,0.4670447248831889,12
thats,0,0.14401862871320745,0.6085985832167942,15
seem,0,0.10042732951139688,0.7013456393883861,17
stars,0,-0.5154585747004448,0.034199345388032126,17
cousin,0,-0.1142982683945345,0.787549935679861,8
food,0,-0.3579088027026617,0.0053830068011598104,59
build,0,-0.25012203404592803,0.24970715021703602,23
delicate,0,-0.7178216677567804,0.06930179475705714,7
cape,0,-0.7082186504363246,0.11528393351132052,6
11th,0,-0.002122718173013165,0.9968159275228926,6
nowthisnews,0,-0.06822505109717594,0.7514258709044973,24
throwing,0,-0.3484272945636961,0.1120293179875846,22
ono,0,-0.8741923342710658,0.05254414708329185,5
publishing,0,0.0720577740746008,0.8538387969319342,9
umbrella,0,-0.4669053045307607,0.5330946954692392,4
lightning,0,-0.7439738574221826,0.08993290034249783,6
chizmaga,0,-0.5748165336588821,0.1360953086524684,8
achieve,0,0.7589584464931833,0.08014916444738945,6
grammy,0,-0.8035265884545065,0.19647341154549328,4
lunch,0,0.14692865856620302,0.5483460982137307,19
exact,0,-0.4956382792471707,0.31742116281286364,6
opposite,0,0.8135216345248342,0.04891895498817876,6
cuddle,0,-0.6023822121199958,0.08604146775387563,9
winds,0,0.4903400316435063,0.1802114651814656,9
philiprucker,0,-0.5306046524031028,0.093105669834566,11
gif,0,0.5615538179153736,0.00998089825091233,20
cho,0,0.007483208557530535,0.9904721718685,5
lay,0,0.3968973493720787,0.17933837480972106,13
nctsmtown_127,0,-0.5255690462409942,0.1809880882968545,8
lame,0,0.2248890274559792,0.5061544180282896,11
judging,0,0.6349236298177419,0.3650763701822581,4
william,0,-0.5567702262831004,0.15173576385133025,8
fuctupmind,0,0.2031050418251396,0.5266620947155937,12
hates,0,0.4793936277504137,0.08282206943712511,14
welp,0,-0.368205847307737,0.2951529517244341,10
strategy,0,-0.21695831895139428,0.40290952536532587,17
editing,0,-0.2300542206501149,0.7699457793498852,4
greater,0,-0.7828848488412459,0.217115151158754,4
merely,0,0.19464583498973198,0.8053541650102679,4
sp,0,-0.7222044185653507,0.27779558143464905,4
willingness,0,-0.2005817152401964,0.7031624316703275,6
timing,0,-0.7986640414409565,0.03124151002314832,7
fw,0,0.4936415295999512,0.1470559299486969,10
ruth,0,-0.1686344466758391,0.7494461074840906,6
ginsburg,0,0.015479421936768475,0.9802917749763806,5
our,0,-0.26351029948902466,0.3626760443541677,14
pure,0,0.07433946784747951,0.8006020270746238,14
slip,0,-0.5319337435245599,0.1135100226065199,10
physical,0,0.5360584722177988,0.21486579987270946,7
ms,0,-0.2953973462737583,0.11976991027507025,29
nail,0,-0.7881836438327496,0.21181635616725009,4
affect,0,0.17336176980740947,0.742562478888092,6
property,0,0.2596106951433724,0.33155151097154806,16
values,0,-0.03927225038388972,0.8731780104341875,19
robfortrump2020,0,-0.7472266256970902,0.14663479878606006,5
peaceful,0,-0.05036124922477107,0.8702148301381818,13
senorrinhatch,0,0.5007008322009238,0.034306694837029084,18
analysis,0,-0.3500523307300255,0.3952986297368761,8
disinformation,0,-0.7366534137663648,0.09489540627762057,6
chuckcallesto,0,-0.9176076475325976,0.08239235246740226,4
clip,0,-0.03163202123103527,0.8833464716690758,24
ramp,0,0.8829055982570928,0.1170944017429072,4
retarded,0,-0.7681687524930404,0.2318312475069593,4
educated,0,-0.4339518520378832,0.2432039017172402,9
register,0,-0.10488756613139158,0.6886924731948851,17
directly,0,-0.6549777017284353,0.028722776415751206,11
web,0,0.4803478382463235,0.13479626001782033,11
halloweenmovie,0,-0.1854645363695867,0.7652200496817323,5
currydagger,0,0.7254921818052479,0.0269472098297442,9
honestly,0,-0.2282062114894566,0.16232451033913892,39
fits,0,-0.5363500785096467,0.08896304708315317,11
chan,0,0.006047334935418442,0.9923003409502656,5
corporation,0,-0.8713650710886851,0.12863492891131487,4
ethereum,0,-0.2316447358948354,0.7077201150518209,5
complaint,0,-0.8124517196574497,0.04946309106233495,6
exist,0,0.3266095536427935,0.21695230721392975,16
yawn,0,0.3912567680389581,0.3854320647782563,7
faux,0,-0.4526941252024428,0.4439531282889464,5
hopefully,0,-0.27609212769063546,0.3393355660114076,14
cuboulder,0,-0.5435559830866906,0.20727351238449124,7
diversity,0,0.9749533052299624,3.8547577983606765e-05,8
clarence,0,-0.6052406629676221,0.39475933703237787,4
pen,0,-0.2936001202052397,0.2370074696763041,18
bluntly,0,-0.4376372089542819,0.1547880209242131,12
judgment,0,-0.4376372089542819,0.1547880209242131,12
contempt,0,-0.449322942107554,0.550677057892446,4
launching,0,-0.7910185099883441,0.060946442946030965,6
launched,0,-0.17976111085937158,0.7332627391002574,6
viral,0,0.3786314481363393,0.22486641141811292,12
impartial,0,-0.5728424267877277,0.10691678042130702,9
physically,0,-0.013283704931717794,0.9774508717036988,7
addiction,0,-0.15389895714258436,0.7709741041454291,6
dollar,0,-0.3702225146786621,0.21306005525546048,13
separate,0,0.2130374156157237,0.6852782217873223,6
w/o,0,0.3421051276717125,0.506861602392091,6
kansas,0,-0.5115967037424873,0.10770790028890298,11
deleted,0,0.06863455015051312,0.8972098332125235,6
herself,0,-0.1721116340523484,0.6579173395523723,9
should,0,0.2334327883847121,0.465279525084882,12
democracy,0,0.002094098777249035,0.9920736112457618,25
looms,0,0.999861501231928,0.00013849876807192627,4
darkzyuk,0,0.10135244728606817,0.8484918913841278,6
moments,0,0.3035871071562762,0.20639271709538973,19
db2trendy,0,-0.3739469147707604,0.5352178091239249,5
tackled,0,-0.6477997578822566,0.3522002421177433,4
tip,0,0.09142589771720663,0.7664298713093265,13
swamp,0,0.1463311155906996,0.7295206958295519,8
89,0,0.12902377992774566,0.8709762200722544,4
through,0,-0.10973112660095928,0.8148341487134548,7
freestyle,0,0.09694028718827613,0.8550450634795088,6
estate,0,-0.4169401334216165,0.2306415894152962,10
com,0,0.6010689701724683,0.0030909902361391014,22
trans,0,-0.8840807106361352,0.1159192893638647,4
ea,0,-0.31050981801010163,0.6110949109086157,5
ki,0,0.062197210951926776,0.8737006428986247,9
cernovich,0,-0.6125600384825794,0.14365348709438627,7
properties,0,0.7181977507850675,0.06908650555641321,7
activists,0,-0.8117953608022603,0.04979828235796408,6
lukewaltham,0,-0.5121977791029458,0.2398849590748397,7
front,0,0.5624098532825641,0.00012966787561132206,41
psychopath,0,0.5568179238615693,0.4431820761384308,4
driving,0,-0.0915109620616582,0.6854617597741233,22
elon,0,-0.662005050231234,0.22353831134119728,5
2x,0,0.5272753615392485,0.4727246384607515,4
minute,0,0.010681542614884272,0.9578291518546552,27
op,0,-0.24185270990304775,0.3496764836110574,17
keeping,0,0.3305894589338228,0.15455009281091994,20
disservice,0,0.0312804455571665,0.9687195544428336,4
stevens,0,-0.04224222878313507,0.8557355022787296,21
spotify,0,0.5914796811902608,0.025885524260733685,14
digital,0,0.13641832903073492,0.566312573170908,20
drivers,0,-0.3354664627255512,0.3131980622792999,11
80’s,0,0.06198764664921276,0.9380123533507873,4
session,0,0.061336721530378974,0.803017299457693,19
9:30,0,0.0012471170604610008,0.9978828299686956,7
advance,0,-0.15520653326941333,0.5962400923944959,14
cars,0,0.7209454275995832,0.1693544871208962,5
toyota,0,-0.4701613357428687,0.5298386642571313,4
aravosis,0,-0.4585115686893647,0.437359557285526,5
heck,0,-0.21504417719695249,0.682405985470407,6
chicken,0,0.5365715913390026,0.032124585464441205,16
celebrate,0,-0.29540686309876096,0.17115971148555328,23
memphis,0,-0.29770805179044296,0.6266224980498958,5
hissy,0,-0.7326452375311474,0.0610884130533798,7
macbook,0,0.08210872212450952,0.9178912778754904,4
document,0,0.3044541672944586,0.6955458327055414,4
kurtschlichter,0,-0.5068525341585381,0.2456659294610408,7
turtle,0,-0.4436220321454596,0.3187485710807649,7
nintendo,0,0.13102093576964385,0.7368752135857561,9
obama's,0,0.7614629460648622,0.07856351877956523,6
armastrangelo,0,-0.6623480042978064,0.22321109909262785,5
non-partisan,0,-0.7504651167336233,0.24953488326637666,4
onto,0,-0.4834422944629861,0.026402014261323527,21
pleading,0,-0.9148169071358082,0.003883518321782358,7
attending,0,0.09501334861860772,0.7575069633455799,13
midterms,0,0.02181081812575616,0.933781821696261,17
depend,0,-0.7460444126415587,0.08855092576335838,6
nycsouthpaw,0,0.18320934750418305,0.6640919978416149,8
heat,0,-0.1480392484865475,0.6640024114407691,11
bu,0,-0.07871603075220146,0.8180512746695912,11
pilots,0,0.9002831678865306,0.037229022942434686,5
forgetting,0,-0.1583008987615273,0.7645320967843503,6
chosen,0,0.3356525769283005,0.4617273125434485,7
laughs,0,0.09192400318867767,0.8140476177779383,9
tus,0,-0.29247560317747856,0.5244393906027489,7
porch,0,0.5467287684643289,0.20409989128584327,7
politically,0,-0.1019168929325524,0.8102249725069605,8
atlantic,0,0.12925752380754035,0.8358836398470784,5
quinn,0,0.3438916703382131,0.4500910944785478,7
animated,0,-0.2969699734511833,0.6275197454874056,5
biden,0,0.8781834484876571,0.05009497862619015,5
gillibrand,0,-0.8098214971977765,0.09666779319202684,5
brink,0,-0.2746286724483196,0.7253713275516805,4
10/04/18,0,0.4798882069061433,0.41332468190811744,5
crystal,0,-0.6089291452999598,0.14671371570373265,7
jokes,0,0.3890822361145518,0.3407535340674896,8
shipping,0,-0.38952074694068944,0.18830002680174965,13
heaven,0,0.17880608736619855,0.4506890597204946,20
courage,0,-0.3793454230593542,0.10919672234550848,19
flashback,0,0.6485199839962236,0.35148001600377643,4
spacey,0,0.6485199839962236,0.35148001600377643,4
treatment,0,-0.0546463683054151,0.859266581200502,13
doors,0,-0.1866414512081713,0.6056494116900202,10
arrests,0,-0.4201187504690727,0.15292054697503468,13
sweat,0,-0.301264555707778,0.5617746020654713,6
coach,0,0.40311408708599056,0.06285211612478232,22
saban,0,0.97885695365737,0.003678773469714932,5
urban,0,-0.4924828769453334,0.1780240510238548,9
teams,0,-0.31161704822532216,0.19404075412570224,19
lemme,0,-0.29081567493524835,0.4149679065664411,10
genuinely,0,-0.12916106630551688,0.7605029456394661,8
dentist,0,-0.3226241650940356,0.6773758349059644,4
sock,0,0.5084577013613004,0.3817027591971567,5
anncoulter,0,-0.1963886460389679,0.3691246842254848,23
laid,0,-0.828865140699923,0.04142468480409562,6
hilarious,0,-0.3681294783780884,0.1102676906974266,20
allies,0,0.39406375878092215,0.3340579113221002,8
sending,0,-0.0978353456037846,0.7185007726325957,16
worldstar,0,0.22462603226640088,0.7164209257345562,5
dam,0,-0.6478009324021898,0.1642221519902116,6
ball,0,0.15696672023533928,0.3830106050065486,33
trapped,0,0.5268180994021145,0.3617017689772311,5
thanksgiving,0,0.7472693372561643,0.08773787582892094,6
handsome,0,0.09477682887443878,0.8398235289647761,7
outlook,0,-0.2281571905283298,0.7718428094716703,4
employment,0,0.09840733138126047,0.8749064169454484,5
inflation,0,-0.20075239049220134,0.7992476095077986,4
employee,0,-0.0542467120034284,0.8984867789772535,8
van,0,0.3337618266039271,0.380063174341494,9
dyke,0,0.6884681858339629,0.1986880933944629,5
despise,0,-0.8796116930681227,0.1203883069318772,4
returned,0,0.39734882599664667,0.2555223648009556,10
johncardillo,0,-0.7042876677709231,0.07728899984944768,7
meat,0,-0.9529762799383976,0.012154079798381396,5
rolls,0,-0.3005444160180262,0.5125075981505363,7
ha,0,-0.242811942573678,0.21313352004242966,28
sólo,0,-0.6106083293753739,0.27400565512870834,5
soft,0,-0.6061260330933231,0.009903552528232244,17
ther,0,-0.3813657177067675,0.6186342822932325,4
vile,0,-0.15334866675967776,0.6006986847510261,14
sand,0,-0.2315403466510981,0.6173761798763513,7
feisty_fl,0,-0.15112439283140525,0.6979312521121799,9
q,0,0.5148416412586782,0.003601611758770182,30
weird,0,0.0606804732020435,0.7414695850554609,32
volume,0,0.7003817019533871,0.024095757736586173,10
canon,0,-0.8429159141618603,0.15708408583813954,4
ring,0,-0.19218992768325596,0.4599113062667459,17
enslaved,0,0.3414613457731594,0.5738407746639739,5
denied,0,-0.15702322792561876,0.7103851639101153,8
weight,0,-0.1329218896343438,0.6505502029642024,14
pp,0,-0.5459828474933628,0.26240372684590696,6
pot,0,-0.4873199701664293,0.15311261118511318,10
skittles,0,-0.49489397715145605,0.31826376274585033,6
dtf,0,-0.35203334339623804,0.18115967851064188,16
sprint,0,-0.42615613494533866,0.14649265510272344,13
highway,0,-0.4017960186009494,0.13766151650267194,15
healing,0,-0.28404875780576605,0.3709196257366991,12
moristiko,0,-0.09563789764416827,0.6642284585777299,23
mafia,0,-0.27529365342921475,0.6539643660830061,5
cherijacobus,0,0.3754846106022777,0.35934128102337165,8
raises,0,0.45719381506125206,0.4388511826624192,5
stfu,0,-0.21452860556000106,0.5793818736646017,9
train,0,-0.2360783797179656,0.3163189662827056,20
festival,0,0.526797708423183,0.014143146908599975,21
300,0,-0.3873257163497661,0.1537632280779472,15
missing,0,0.08644743708495814,0.6214599506860118,35
judicialwatch,0,-0.6203130727864681,0.13722790711829372,7
brewers,0,-0.3047735119821007,0.28936719260403004,14
retail,0,-0.07530732782187778,0.8593317051054798,8
tampa,0,0.6917985550429301,0.19561942710835528,5
billclinton,0,0.09907147571852452,0.8740649343722178,5
poster,0,-0.5469504962006315,0.10180185324879992,10
finest,0,-0.4793316347734476,0.2764267634054499,7
minor,0,-0.1494271888200446,0.8505728111799554,4
offended,0,-0.05244729837648537,0.8933998546436159,9
iwashrren,0,0.09896947867032692,0.8520304829235027,6
recover,0,0.39415080039771455,0.16316398816937974,14
earthquake,0,-0.5803516700499998,0.13148643125967185,8
anti-kavanaugh,0,0.4527570248755105,0.16200431022648376,11
derek,0,-0.3928661945083299,0.33566190963671283,8
argue,0,-0.5337939112427643,0.022511584518274997,18
imma,0,-0.3463551876882369,0.2967468646068694,11
emiliobarrow,0,0.7363449243779205,0.09510713903337106,6
thegreatkhalid,0,0.5607676174799165,0.19034007331891825,7
sooo,0,0.6160411937657387,0.05789961718440517,10
ellamai,0,-0.16722636034617389,0.7200604818164988,7
appointed,0,0.5770021532401852,0.17500964848342998,7
nah,0,0.2826336544586899,0.2716940328726931,17
unfollowed,0,-0.14468727129275094,0.39982753612483424,36
jus,0,-0.18007545633109598,0.5378738379409134,14
giannis,0,0.5089277001673621,0.38118754968954494,5
fair,0,0.3357775123619148,0.045272335180675485,36
purpose,0,-0.06296764700794005,0.7862727745152245,21
memorial,0,0.08086209386906071,0.8971554949678547,5
pleasure,0,-0.08162208559274238,0.8476369557198189,8
tuatagovailoa,0,-0.01835765838393738,0.96261258653611,9
cuando,0,-0.4389939673434467,0.27652362000583824,8
fucken,0,0.7492672103545203,0.2507327896454796,4
pumped,0,0.6342330628673963,0.1762110308888293,6
pregnancy,0,-0.13322343243467252,0.7325815831812702,9
depressing,0,0.3550418313489943,0.3881243542611428,8
begging,0,-0.20158293166212726,0.7017213320914851,6
chrisevans,0,0.27400762345070795,0.20580158274334084,23
role,0,0.12423700559922148,0.5453906458472588,26
texans,0,0.8697664651518634,0.0553027740397533,5
poem,0,-0.39347554068855656,0.1639510692145804,14
warm,0,0.3516345121597156,0.21762073892416287,14
recalled,0,0.17989284377417353,0.8201071562258264,4
vows,0,-0.5653181451675402,0.32064105051534303,5
cabinet,0,-0.5924969460712607,0.4075030539287392,4
stomach,0,-0.5818248349563687,0.10027581068221476,9
abused,0,0.1526817792704213,0.6356962358856634,12
snl,0,-0.09189796879336724,0.8625410968578493,6
mix,0,-0.3523197294010663,0.2879411440354522,11
deborah,0,-0.25237712338625723,0.5465026405118314,8
troubled,0,-0.15961618025936208,0.7976366534780148,5
ipraisewomen,0,0.02508485445752147,0.9489243433837018,9
90s,0,0.03852935101043952,0.8915627295348381,15
loko,0,-0.14291607380293747,0.5974883836287881,16
sack,0,-0.519414310019222,0.4805856899807781,4
environment,0,-0.17357594518478234,0.6315370588585426,10
pepper,0,-0.6213873477140006,0.3786126522859996,4
smh,0,-0.3506551099613751,0.09296245256223816,24
alexx_slays,0,-0.5184628291708128,0.4815371708291871,4
senwarren,0,-0.3447350712956294,0.1259185756843273,21
z,0,-0.6692187643367571,0.33078123566324297,4
je,0,-0.0976616404306702,0.6820882001737718,20
il,0,-0.008105430339567154,0.9834886568946026,9
mais,0,0.11570113632283632,0.7669091967570102,9
tape,0,0.3371555097148975,0.3407466000006411,10
vous,0,0.9061797321610284,0.09382026783897156,4
bath,0,-0.8687552507484759,0.024707418818172944,6
qui,0,0.6025617126105167,0.2055466704337075,6
ne,0,0.39433174792209946,0.14581776475975436,15
girlfriend,0,-0.2325284082548189,0.3531346964967037,18
bracelet,0,0.07466446820112707,0.8735986803083255,7
or,0,-0.5667210739011052,0.014193899104078034,18
jacquees,0,0.26949449189809593,0.2374549367496926,21
pretending,0,-0.6182320603869185,0.19079941949351614,6
ignite,0,-0.3684389703644913,0.2154448916807196,13
hawaii,0,0.8149206574925832,0.013730821724500832,8
village,0,0.5909629158454474,0.1623318694006773,7
nba,0,-0.12525169879172424,0.5690588335172024,23
youngboy,0,-0.6932419983566419,0.12671767105174275,6
dots,0,-0.3426756674685981,0.657324332531402,4
snow,0,-0.2082336390800614,0.6207016947567199,8
pinoypridesarahgonaseanfest,0,-0.820917644510692,0.1790823554893077,4
umcornell,0,0.7263393731392821,0.0004289576035095352,19
hijab,0,-0.5573928207544605,0.250498052692448,6
dealt,0,-0.6842882260291346,0.20255854553622496,5
coven,0,0.35821846596823115,0.4856556818909979,6
duke,0,-0.7965087275774698,0.057899892610389934,6
march,0,-0.04140489524347276,0.8746302173751552,17
wars,0,-0.5354160482895869,0.07281714525968233,12
carbs,0,0.15521574673098135,0.8447842532690186,4
pelosi,0,-0.6317458098758797,0.3682541901241203,4
shred,0,-0.585483127824295,0.2996431099188702,5
throughout,0,0.4543523588494602,0.1603454986506855,11
ros,0,-0.08869309132536203,0.8673092135368416,6
harrison,0,-0.2642360296776747,0.6128705250378488,6
hum,0,-0.4425373244119094,0.5574626755880905,4
95,0,-0.05257296275406488,0.8779930038367867,11
gust,0,-0.2785233427883965,0.6500130009136691,5
ate,0,0.3626635132815855,0.16742526434594332,16
naman,0,-0.22012750193815686,0.4698961498328415,13
peterboykin,0,0.8610758812043778,0.13892411879562205,4
semester,0,0.5375937413174918,0.3500863438912286,5
temperatures,0,-0.6526159601942011,0.3473840398057989,4
_youhadonejob1,0,0.2498215471477383,0.6330634612626843,6
denies,0,-0.2824196191852515,0.5876335844351481,6
tongue,0,-0.7167046584293615,0.06994335070655552,7
defending,0,0.3193304569790171,0.21152793576626056,17
won’t,0,-0.8396211305147958,0.16037886948520402,4
fiction,0,-0.5508837201218021,0.1999793494814149,7
asmsg,0,-0.23875667800271866,0.6989189571960386,5
elizabeth,0,-0.6909512180213886,0.19639890144857824,5
betrayal,0,-0.8476357303354004,0.15236426966459946,4
beliefs,0,-0.3904458925389141,0.3389145251027999,8
written,0,0.18817235766242935,0.4852352661348697,16
tank,0,0.6067347858821216,0.1107329661465518,8
lauren_hoggs,0,0.4163885726920381,0.4115137504619398,6
unusually,0,-0.09444989907066773,0.9055501009293324,4
threats,0,-0.4874328421411537,0.12831185975672235,11
outside,0,-0.09568420150853267,0.5466575451890479,42
smartnews,0,0.3136722838683593,0.6863277161316407,4
imzachherron,0,-0.006410306604453937,0.9918382000355488,5
hometown,0,-0.04676741230479466,0.9532325876952054,4
elementary,0,0.09547016924920122,0.7350233986610093,15
stranger,0,-0.036012111879982704,0.9541578677008912,5
prints,0,0.6536451641950469,0.15916785577455209,6
happens,0,-0.10818184042985918,0.5361874108841315,35
popcorn,0,0.954770311122976,0.04522968887702405,4
congratulations,0,0.10084773738525253,0.6096231918290805,28
charm,0,-0.2961568299114578,0.6285084959039673,5
pink,0,-0.3010746125886061,0.18476175490167135,21
cooper,0,-0.4910792930836846,0.21655148830135892,8
oc,0,-0.2869021329136633,0.7130978670863368,4
antoniodelotero,0,-0.6410836985365934,0.3589163014634067,4
sony,0,-0.12636181848974795,0.8395403275062758,5
adventure,0,-0.13506322556860467,0.7727951785738091,7
box,0,-0.1516874075570577,0.5353193599886545,19
north,0,-0.2281665089579996,0.2252475040797845,30
whatever,0,-0.1176174612866996,0.5511266386729282,28
agenda,0,0.5917834709777677,0.0932136754748848,9
bother,0,-0.702605279865908,0.05196226386905515,8
subpoena,0,-0.6839558339585718,0.3160441660414281,4
patrici15767099,0,-0.3759489371144576,0.4626444551990714,6
gaga,0,0.1928035030427408,0.5700451381993712,11
quancyclayborne,0,-0.07056778446724413,0.8681240157753612,8
slammed,0,0.21684482939363767,0.7831551706063623,4
lakeshow,0,-0.6767010763036313,0.3232989236963688,4
numerous,0,-0.7069948131609556,0.07565403881089662,7
kwilli1046,0,-0.3896087478738239,0.1685059806598713,14
bigger,0,-0.5645106895898061,0.01823711807488211,17
sample,0,-0.5666123999828354,0.08767131036752487,10
kart,0,-0.20807713194398336,0.7369923327474956,5
evening,0,-0.04273622099757462,0.8323781282055981,27
smoke,0,-0.3518714924323195,0.1521538854382021,18
indvsne,0,-0.13867875610309094,0.6513944595670159,13
turkish,0,-0.6174251125608428,0.2671551011371951,5
outta,0,-0.3619550011777892,0.11683352335725065,20
autumn,0,-0.22188280229270432,0.4267420734036709,15
drone,0,-0.8862255563379879,0.04527379194968175,5
yards,0,-0.3565323407916252,0.31189216660014474,10
robgronkowski,0,0.5012108521715894,0.4987891478284106,4
shortage,0,0.3730810352010437,0.6269189647989564,4
tie,0,0.2913039934555726,0.4469393101645097,9
soccer,0,0.28832393975372245,0.29734652114601184,15
champions,0,0.18277963002222425,0.6648446593325799,8
blink-and-you’ll-miss-it,0,-0.3387987448918772,0.1330081089178314,21
could,0,-0.2678104850067489,0.18592676296124214,26
virgo,0,-0.3387987448918772,0.1330081089178314,21
about,0,0.15005401738729396,0.3618868386205292,39
lifts,0,0.3566702198624609,0.3460836031754611,9
honors,0,0.35422313687928797,0.3496401756935087,9
mymixtapez,0,0.4804439610822917,0.4127039838681584,5
counter,0,0.7192406162863336,0.2807593837136663,4
possibly,0,0.01787614030642021,0.9560266745017496,12
entertainment,0,0.7018291305962092,0.00749624449318738,13
thriving,0,0.9538363553542248,0.003147433872384929,6
southernjawn,0,-0.04083386007756384,0.8681762395981212,19
encourage,0,-0.39003805590616397,0.2356766500030742,11
aint,0,0.03303590180757219,0.9107332359620098,14
because,0,-0.052380995827661175,0.8784356500666969,11
park,0,0.4162547304095701,0.004010613608264451,46
bir,0,0.9057789693974698,0.09422103060253016,4
ove,0,0.9116909806199897,0.08830901938001035,4
optimistic,0,0.6364176856647151,0.2483160224061996,5
consensus,0,0.5554415838626329,0.444558416137367,4
innovation,0,0.33751504706830804,0.3743920808768039,9
privacy,0,-0.37548248961786335,0.4065295150759989,7
king_yunn,0,-0.4218497285240179,0.11729440268073453,15
yooooooo,0,-0.4046219981684439,0.13465589725843738,15
horror,0,0.4672895155530383,0.016087349792461327,26
genre,0,-0.5297793313903778,0.17687794260427725,8
difference,0,0.13815721469818262,0.5009098209992895,26
preserve,0,-0.34266885647979844,0.5723960691570332,5
snack,0,0.13740542029668873,0.7050365646163492,10
tho,0,-0.05434301865814894,0.7794926788226304,29
manage,0,-0.4543346520354508,0.1378635667593887,12
mvsales,0,-0.14764648178332165,0.7520706377646905,7
manyvids,0,-0.06493859717427268,0.8785820065582258,8
indian,0,0.08160429770561946,0.8476698651878054,8
fatbuily,0,0.11051392945492057,0.8349039772854714,6
hallucinate,0,0.11051392945492057,0.8349039772854714,6
breakfast,0,0.5351663108783384,0.018218808173182627,19
competition,0,0.3899195028219995,0.1507886998003855,15
elderly,0,-0.5815969276709854,0.30366134934538336,5
wheelchair,0,0.062119881831556374,0.9378801181684436,4
lesbians,0,-0.6605654307106688,0.33943456928933124,4
apartment,0,-0.4677220669949042,0.2898934149214465,7
issa,0,-0.5613250141502006,0.4386749858497993,4
nervous,0,0.4981842559424574,0.2551757718750443,7
clemson,0,0.15431590548766447,0.8456840945123355,4
rb,0,0.104607187203916,0.8670533017735608,5
cj,0,0.7128627926646537,0.11183475170218356,6
backpack,0,-0.4278630645023348,0.5721369354976653,4
sm,0,-0.7397836017469263,0.09275889982877536,6
08,0,-0.17883714443533566,0.8211628555646644,4
papa,0,-0.8469388471309379,0.15306115286906205,4
wynonnaearp,0,-0.7561312181023858,0.2438687818976139,4
nationalboyfriendday,0,-0.27904117552388713,0.5923018646396712,6
vegas,0,0.3655412921882146,0.163830099212375,16
piecesofmind_jm,0,0.4232330117318423,0.5767669882681576,4
lisa,0,-0.3511622960138656,0.16694551324796233,17
181002,0,-0.3204407059070318,0.5990962739338076,5
five,0,0.08174665790219222,0.6355251043677872,36
surrendered,0,-0.0019402990827145094,0.9967060521728366,7
tren,0,-0.0061113686531291825,0.9885414690877476,8
equivalent,0,0.30448805018327196,0.3359095109286443,12
british,0,-0.43007845902831937,0.07483933229347434,18
capitals,0,-0.3350522236100161,0.4172098694037286,8
retire,0,0.7071991609081909,0.11604724777766473,6
founders,0,-0.6372772577662401,0.3627227422337599,4
various,0,0.1997813188866048,0.6352579153838718,8
obvious,0,0.4245651040668073,0.07001248733567153,19
updated,0,0.028486147777266324,0.910663188538554,18
arm,0,-0.2650483210081393,0.7349516789918608,4
struggling,0,-0.0568791493222629,0.8935813937231949,8
hurting,0,0.24972613311288444,0.5169644248665403,9
idc,0,-0.20924302407964504,0.3049510713048615,26
wide,0,-0.2989993141328868,0.5147851374635042,7
impeach,0,-0.983805556636027,0.01619444336397291,4
